restaurantID,name,location,reviewCount,rating,categories,address,Hours,GoodforKids,AcceptsCreditCards,Parking,Attire,GoodforGroups,PriceRange,TakesReservations,Delivery,Takeout,WaiterService,OutdoorSeating,WiFi,GoodFor,Alcohol,NoiseLevel,Ambience,HasTV,Caters,WheelchairAccessible,webSite,phoneNumber,filReviewCount
m2OBd94EhMNy-dAr5S9FKw,BAM! / Books A Million,"BAM! / Books A Million - The Loop - Chicago, IL",17,4,"Shopping, Books, Mags, Music and Video, Bookstores, METADATA","144 S Clark St Chicago, IL 60603 Neighborhood: The Loop",,,Yes,,,,$$,,,,,,,,,,,,,Yes,http://www.booksamillion.com,(312) 857-0613,4
mAXR3-qE_ccS2iti4Eq4aw,Being sick on Christmas,"Being sick on Christmas - The Loop - Chicago, IL",1,1,"Add, METADATA","home in bed Chicago, IL 60606",,,,,,,,,,,,,,,,,,,,,,,0
mGhelgrPvYfWSoAGQic-pA,Brian's Juice Bar & Deli,"Brian's Juice Bar & Deli - The Loop - Chicago, IL",58,4,"Restaurants, Greek, Food, Juice Bars & Smoothies, Mediterranean, METADATA","80 E Lake St (between Dearborn St & Garland Ct) Chicago, IL 60601 Neighborhood: The Loop",Mon-Fri 8:30 am - 6 pm Sat 10 am - 4 pm Sun 10 am - 3 pm,Yes,Yes,Street,Casual,No,$,No,Yes,Yes,No,Yes,No,Lunch,No,Quiet,,No,,No,http://briansdeli.com/,(312) 332-3435,5
MxE61_UKUvkoFkOi9ePM8g,Burrito Beach,"Burrito Beach - CLOSED - The Loop - Chicago, IL",16,4,"Restaurants, METADATA","195 N Dearborn St (between Couch Pl & Lake St) Chicago, IL 60601 Neighborhood: The Loop",,,Yes,,Casual,,$,No,Yes,Yes,No,,,,,,,,,,,(312) 372-6272,0
MYAQcmyiMFtxKTlLJ2o0hg,Bank Of America,"Bank Of America - The Loop - Chicago, IL",2,1,"Financial Services, Banks & Credit Unions, METADATA","201 S State St (between Adams St & Quincy St) Chicago, IL 60604 Neighborhood: The Loop",Mon-Fri 8 am - 6 pm Sat 9 am - 3 pm,,,,,,,,,,,,,,,,,,,,http://locators.bankofamerica.com,(312) 922-9600,0
n2khgAyytr5ejUxaXxtoVA,Base Bar,"Base Bar - CLOSED - The Loop - Chicago, IL",14,3,"Nightlife, Bars, Lounges, METADATA","Hard Rock Hotel 230 N Michigan Ave Chicago, IL 60601 Neighborhood: The Loop",,,Yes,,,No,$$$$,,,,,No,,,Full Bar,,,,,Yes,http://www.hardrockhotelchicago.coâ€¦,,0
nhAl-TYEPMZp6b4mzLRnzg,B Bella Salon,"B Bella Salon - South Loop - Chicago, IL",32,3,"Beauty and Spas, Hair Salons, Hair Removal, METADATA","719 S State St (between Balbo Ave & Polk St) Chicago, IL 60605 Neighborhood: South Loop",Mon 10 am - 6 pm Tue-Fri 9 am - 7 pm Sat 8 am - 6 pm,No,Yes,Street,,,$$,,,,,,,,,,,,,Yes,http://www.bbellasalon.com,(312) 922-9500,78
Nj1S50plrXjrchoDuNT95Q,Bombay Wraps,"Bombay Wraps - The Loop - Chicago, IL",188,4,"Restaurants, Indian, METADATA","122 N Wells St Chicago, IL 60606 Neighborhood: The Loop",Mon-Thu 7:30 am - 6 pm Fri 7:30 am - 12 am Sun 10:30 am - 2:30 pm,Yes,Yes,"Garage, Street",Casual,No,$,No,Yes,Yes,No,No,No,Lunch,No,Average,Casual,Yes,Yes,Yes,http://bombaywraps.com,(312) 739-9727,34
ob8DDY3DxytMJKgBO_dYaw,Berry Chill,"Berry Chill - CLOSED - The Loop - Chicago, IL",92,4,"Food, Ice Cream & Frozen Yogurt, METADATA","132 N LaSalle Street Chicago, IL 60602 Neighborhood: The Loop",,,Yes,Street,,,$$,,,,,,,,,,,,,Yes,http://www.berrychill.com/,(312) 553-2445,17
oKKDtSCcT1b6F0bHyKjrHA,Bikram Yoga Chicago,"Bikram Yoga Chicago - South Loop - Chicago, IL",22,5,"Active Life, Fitness & Instruction, Yoga, METADATA","47 W Polk St (between Dearborn St & Plymouth Ct) Chicago, IL 60605 Neighborhood: South Loop",,No,,,,,,,,,,,,,,,,,,,http://www.105f.com,(312) 922-9642,5
p2KxGY6wKgAowBmwZaTH8w,Bar Louie,"Bar Louie - South Loop - Chicago, IL",119,3,"Nightlife, Bars, Restaurants, American (New), METADATA","47 W Polk St (between Dearborn St & Federal St) Chicago, IL 60605 Neighborhood: South Loop",Mon-Sun 11 am - 2 am,,Yes,Street,Casual,Yes,$$,,,,,Yes,,,Full Bar,Average,Casual,Yes,,Yes,http://www.BarLouieAmerica.com,(312) 347-0000,19
P6oH5jmzYyQ_nBkQL2kkrA,Bobbi Brown,"Bobbi Brown - The Loop - Chicago, IL",3,5,"Beauty and Spas, Cosmetics & Beauty Supply, Shopping, Skin Care, Makeup Artists, METADATA","Macy's on State Street, 1st Floor 111 N State St Chicago, IL 60602 Neighborhood: The Loop",,,Yes,,,,$$,,,,,,,,,,,,,,http://www.bobbibrown.com,(312) 781-1000,1
psg6jBQYmL9AFnmIJC37Yg,Billy Goat Tavern & Grill,"Billy Goat Tavern & Grill - The Loop - Chicago, IL",42,3,"Restaurants, Burgers, Event Planning & Services, Caterers, METADATA","309 W Washington St (between Wacker Dr & Franklin St) Chicago, IL 60606 Neighborhood: The Loop",,No,Yes,,Casual,Yes,$,No,No,Yes,No,No,No,Lunch,Full Bar,Average,,Yes,No,Yes,http://www.billygoattavern.com,(312) 899-1873,1
qEkZiECyndnfqbXNT5gPLA,"Brian Lavery, MD","Brian Lavery, MD - The Loop - Chicago, IL",31,5,"Health and Medical, Doctors, Internal Medicine, METADATA","111 W Washington St Ste 1801 (between Clark St & La Salle St) Chicago, IL 60602 Neighborhood: The Loop",Mon-Fri 9 am - 4:30 pm,,,,,,,,,,,,,,,,,,,,http://www.loopinternalmedicine.com,(312) 726-8800,4
Qm7XFyoRlFfptCKLiRzmXQ,Boston Blackies,"Boston Blackies - Near West Side - Chicago, IL",127,3,"Restaurants, Burgers, METADATA","120 S Riverside Plz (between Adams St & Monroe St) Chicago, IL 60606 Neighborhood: Near West Side",,No,Yes,Street,Casual,Yes,$$,No,No,Yes,Yes,Yes,,Lunch,Full Bar,Average,,Yes,,Yes,http://www.bostonblackies.com,(312) 382-0700,8
QN84zgPFqLa1YMLz-c9cgw,B P Connect,"B P Connect - Near Southside - Chicago, IL",7,2,"Automotive, Gas & Service Stations, METADATA","1221 S Wabash Ave (between 13th St & 11th St) Chicago, IL 60605 Neighborhood: Near Southside",,,,,,,,,,,,,,,,,,,,,,(312) 566-0067,2
r8yNP4VC8eHKA_AFMSS9Dw,Be Sweet,"Be Sweet - CLOSED - Near Southside - Chicago, IL",4,5,"Food, Desserts, Event Planning & Services, Caterers, METADATA","1322 S Prairie Ave Chicago, IL 60605 Neighborhood: Near Southside",,,No,,,,$,,,,,,,,,,,,,,,(708) 655-8925,0
rEsYt8-WndhJCEFtjWUs8w,Bowl Square,"Bowl Square - Near West Side - Chicago, IL",14,4,"Restaurants, Korean, METADATA","131 N Clinton Ave Chicago, IL 60606 Neighborhood: Near West Side",,Yes,Yes,,Casual,Yes,$,No,No,Yes,Yes,No,,,No,,,No,,Yes,http://www.bowlsquare.com,(312) 575-0306,5
rtZiJiTxeuUaE_yAmoKuqQ,Block 37,"Block 37 - The Loop - Chicago, IL",26,4,"Shopping, Shopping Centers, METADATA","108 N State St (between Washington St & Court Pl) Chicago, IL 60602 Neighborhood: The Loop",Mon-Sat 10 am - 8 pm Sun 11 am - 6 pm,,Yes,,,,$$,,,,,,,,,,,,,Yes,http://www.block37.com,(312) 261-4738,5
T95rX_mYNeuuKPnT4yjwzg,Blackhawks Store,"Blackhawks Store - The Loop - Chicago, IL",13,5,"Shopping, Hobby Shops, METADATA","333 N Michigan Ave (between Wacker Pl & Macchesneyer Dr) Chicago, IL 60601 Neighborhood: The Loop",,,Yes,Street,,,$$,,,,,,,,,,,,,Yes,,(312) 464-2957,8
TifzFL-ytrwIKgIB-ImjhA,Bash on Wabash,"Bash on Wabash - Near Southside - Chicago, IL",1,4,"Local Flavor, METADATA","1300 S. Wabash (between 13th St & 14th St) Chicago, IL 60605 Neighborhood: Near Southside",,,,,,,,,,,,,,,,,,,,,,,0
tqa-QwD8DpkiIsjnrS5J5g,Bank of America Theatre,"Bank of America Theatre - The Loop - Chicago, IL",51,4,"Arts & Entertainment, Performing Arts, METADATA","18 W Monroe St (between State St & Wabash Ave) Chicago, IL 60603 Neighborhood: The Loop",,Yes,,,,,,,,,,,,,,,,,,,http://www.bank-of-america-theatreâ€¦,(312) 977-1700,3
tXJjyw6rXkfwdIEWibpqjg,Brooks Shoe Service,"Brooks Shoe Service - The Loop - Chicago, IL",50,4,"Local Services, Shoe Repair, METADATA","29 E Madison Ste 610 (between Holden Ct & Wabash Ave) Chicago, IL 60602 Neighborhood: The Loop",Mon-Fri 8 am - 5:30 pm,,Yes,,,,,,,,,,,,,,,,,,http://brooksshoeservice.com,(312) 704-6805,14
UAT_J_bxefTGAvwrDMdCNA,Board of Election Commissioners,"Board of Election Commissioners - The Loop - Chicago, IL",6,5,"Public Services & Government, METADATA","69 W. Washington St (between Clark St & Dearborn St) Chicago, IL 60602 Neighborhood: The Loop",,,,,,,,,,,,,,,,,,,,,http://www.chicagoelections.com/,(312) 269-7900,1
UHl8doS1sLo7rbuysWEYLw,Barry L Gordon & Associates,"Barry L Gordon & Associates - The Loop - Chicago, IL",1,5,"Professional Services, Lawyers, Divorce and Family Law, METADATA","205 W Randolph St Chicago, IL 60606 Neighborhood: The Loop",,,,,,,,,,,,,,,,,,,,,http://www.barrylgordon.com,(312) 750-1400,2
UjN2TyfuIaEG7uF8iN2kVg,Bradley R Sabin MD,"Bradley R Sabin MD - The Loop - Chicago, IL",1,5,"Health and Medical, Doctors, Allergists, METADATA","200 South Michigan Ste 805 (between Jackson Dr & Adams St) Chicago, IL 60604 Neighborhood: The Loop","Mon-Tue, Thu-Fri 9 am - 5 pm Wed 9 am - 12 pm",,,,,,,,,,,,,,,,,,,,http://www.michiganavenueinternistâ€¦,(312) 922-3815,0
umYdcjb76WqWv7EHwRH89w,Barbri,"Barbri - The Loop - Chicago, IL",1,2,"Education, Tutoring Centers, METADATA","1 N Dearborn St Ste 650 (between Madison St & Calhoun Pl) Chicago, IL 60602 Neighborhood: The Loop",,,,,,,,,,,,,,,,,,,,,http://barbri.com,,0
V58umA7q3w_S8l95Me2XbQ,BALANI Custom Clothiers,"BALANI Custom Clothiers - The Loop - Chicago, IL",8,5,"Shopping, Fashion, Men's Clothing, METADATA","10 S La Salle St Ste 210 (between Madison St & Arcade Pl) Chicago, IL 60603 Neighborhood: The Loop",Mon-Fri 10 am - 6 pm,,Yes,,,,$$$,,,,,,,,,,,,,Yes,http://www.balanicustom.com,(312) 263-9003,23
VuqXyU0WDKpf5gnOz-POhw,Billy Goat Tavern & Grill,"Billy Goat Tavern & Grill - The Loop - Chicago, IL",52,3,"Nightlife, Bars, Pubs, Restaurants, American (Traditional), METADATA","330 S Wells St Chicago, IL 60606 Neighborhood: The Loop",,No,Yes,Street,Casual,Yes,$,No,No,Yes,No,No,,Lunch,Full Bar,Average,,Yes,Yes,Yes,,(312) 554-0297,5
vVNyyI75RVIfUHatVrpsRg,"Bradford Miller Law, PC","Bradford Miller Law, PC - The Loop - Chicago, IL",5,5,"Professional Services, Lawyers, Real Estate Law, METADATA","134 N LaSalle Ste 1040 Chicago, IL 60602 Neighborhood: The Loop",Mon-Fri 8:30 am - 5 pm,,,,,,,,,,,,,,,,,,,,http://www.bradfordmillerlaw.com/,(312) 238-9298,8
VZ7M9EBqURLI4n55WCI8dg,Bar Novo,"Bar Novo - The Loop - Chicago, IL",22,4,"Nightlife, Bars, METADATA","1 W Wacker Dr Renaissance Chicago Hotel (at Wabash Ave) Chicago, IL 60601 Neighborhood: The Loop",Mon-Sat 1 pm - 2 am Sun 1 pm - 12 am,,Yes,"Garage, Street, Valet",,Yes,$$$,,,,,No,,,Full Bar,Average,"Classy, Upscale, Intimate",Yes,,Yes,http://www.barnovo.com/,(312) 372-7200,4
vz7ZaX5QoHDzfUXEo5Ifdw,Bonjour Cafe,"Bonjour Cafe - The Loop - Chicago, IL",8,4,"Restaurants, Breakfast & Brunch, Cafes, METADATA","100 W Randolph St (between Michigan Ave & Beaubien Ct) Chicago, IL 60601 Neighborhood: The Loop",,,,,Casual,,$,No,,,,Yes,,,,,,,,Yes,,(312) 553-0305,1
wbOL77wMgSKV1yOkQuxw2Q,Buddy Guy's Legends,"Buddy Guy's Legends - South Loop - Chicago, IL",161,4,"Arts & Entertainment, Jazz & Blues, Nightlife, Music Venues, Restaurants, Sandwiches, METADATA","700 S Wabash Ave (between Balbo Ave & 8th St) Chicago, IL 60605 Neighborhood: South Loop",Mon-Tue 5 pm - 2 am Wed-Fri 11 am - 2 am Sat 12 pm - 3 am Sun 12 pm - 2 am,No,Yes,Street,Casual,Yes,$$,No,No,Yes,Yes,No,No,,Full Bar,Very Loud,Casual,Yes,Yes,Yes,http://www.buddyguys.com,(312) 427-1190,19
WfvODsf3KFDAkIbz0nWE-w,Buckingham Fountain,"Buckingham Fountain - The Loop - Chicago, IL",132,5,"Active Life, Parks, Public Services & Government, Landmarks & Historical Buildings, METADATA","Grant Park S Columbus Dr & E Congress Pkwy Chicago, IL 60605 Neighborhood: The Loop",Mon-Sun 8 am - 11 pm,Yes,,,,,,,,,,,,,,,,,,,,(773) 742-7529,14
wpJlmJzn8D5uyvdUUeoh5Q,Bob Barrett Massage,"Bob Barrett Massage - The Loop - Chicago, IL",2,5,"Beauty and Spas, Massage, METADATA","400 E Randolph St Ste 740 (at Field Blvd) Chicago, IL 60601 Neighborhood: The Loop",,,,,,,,,,,,,,,,,,,,,http://www.bobbarrettmassage.com,(312) 560-4689,2
WT00rayjoQYLHqEiG0xpMQ,Burrito Beach,"Burrito Beach - The Loop - Chicago, IL",29,3,"Restaurants, Fast Food, Mexican, METADATA","233 N Michigan Ave (between Lake St & Wacker Pl) Chicago, IL 60601 Neighborhood: The Loop",Mon-Fri 7 am - 4:30 pm Sun 10 am - 3 pm,Yes,Yes,Garage,Casual,No,$,No,No,Yes,No,No,,Lunch,No,Quiet,Casual,No,,Yes,http://www.burritobeach.com/,(312) 861-1986,3
WxWrurWu_VzMdiSH8AHj7w,Burland Harold & Son,"Burland Harold & Son - The Loop - Chicago, IL",10,5,"Shopping, Jewelry, METADATA","5 S Wabash Ave Chicago, IL 60603 Neighborhood: The Loop",,,No,"Garage, Street",,,$$$,,,,,,,,,,,,,Yes,,(312) 332-5176,6
wZObfwweii9_1rckShR15g,Blackie's,"Blackie's - Printer's Row - Chicago, IL",94,4,"Restaurants, American (Traditional), METADATA","755 S Clark St (between Harrison St & Polk St) Chicago, IL 60605 Neighborhoods: Printer's Row, South Loop",Mon-Thu 11 am - 2 am Fri-Sat 7:30 am - 2 am Sun 7:30 am - 12 am,Yes,Yes,"Garage, Street",Casual,Yes,$$,Yes,No,Yes,Yes,Yes,Paid,"Lunch, Dinner",Full Bar,Average,,Yes,Yes,Yes,http://www.blackieschicago.com,(312) 786-1161,18
XtW8l8jHcIF2HQtJszZc4A,Brudno Art Supply,"Brudno Art Supply - CLOSED - South Loop - Chicago, IL",5,4,"Shopping, Arts & Crafts, Art Supplies, METADATA","29 E Balbo Ave (between State St & Holden Ct) Chicago, IL 60605 Neighborhood: South Loop",,,,,,,,,,,,,,,,,,,,,,(312) 294-4100,3
y17CXCLiOu-7Sf0boRa5Ow,Bank of America,"Bank of America - Chicago, IL",7,4,"Add, METADATA","231 S La Salle St Lbby 11 Chicago, IL 60604",,,,,,,,,,,,,,,,,,,,,,(312) 828-1200,0
yfIvLlmd3ZvCQCIuxGFNTg,brokersXpress,"brokersXpress - The Loop - Chicago, IL",1,4,"Financial Services, Investing, METADATA","39 S LaSalle St Ste 220 Chicago, IL 60603 Neighborhood: The Loop",,,,,,,,,,,,,,,,,,,,,http://www.brokersxpress.com,(312) 220-7422,0
yMcDIh6SRcPQwAGMORi4Aw,Barnes & Noble,"Barnes & Noble - The Loop - Chicago, IL",48,3,"Shopping, Books, Mags, Music and Video, Bookstores, METADATA","1 E. Jackson Blvd (between State St & Wabash Ave) Chicago, IL 60604 Neighborhood: The Loop",,,Yes,Street,,,$$,,,,,,,,,,,,,Yes,http://www.bn.com,(312) 362-8795,10
YxmnCbGzkOBq-aMbNMtk_Q,Blick Art Materials,"Blick Art Materials - The Loop - Chicago, IL",62,4,"Shopping, Arts & Crafts, Art Supplies, METADATA","42 S State St (between Madison St & Monroe St) Chicago, IL 60603 Neighborhood: The Loop",,,Yes,Street,,,$$,,,,,,,,,,,,,Yes,http://www.dickblick.com,(312) 920-0300,8
z8u1spcZqSCDRnX_JXO3ag,Burnham Plaza Mart,"Burnham Plaza Mart - South Loop - Chicago, IL",4,4,"Food, Grocery, Beer, Wine & Spirits, METADATA","828 S Wabash Ave (between 9th St & 8th St) Chicago, IL 60605 Neighborhood: South Loop",Mon-Sat 7 am - 12 am Sun 7 am - 11 pm,,Yes,Street,,,$,,,,,,,,,,,,,Yes,,(312) 663-5010,1
ZXQxq9Xa-bveIrpwp_ZOAw,Bike and Roll Chicago,"Bike and Roll Chicago - The Loop - Chicago, IL",36,4,"Hotels & Travel, Tours, Active Life, Bike Rentals, METADATA","239 E Randolph (at Columbus Dr) Chicago, IL 60601 Neighborhood: The Loop",Mon-Fri 6:30 am - 10 pm Sat-Sun 8 am - 10 pm,Yes,,,,,,,,,,,,,,,,,,,http://www.bikechicago.com,(312) 729-1000,81
_mg2FE1viaYC9tFmDkybxw,Banh Mi Express Sandwiches,"Banh Mi Express Sandwiches - The Loop - Chicago, IL",28,3,"Restaurants, Sandwiches, Vietnamese, METADATA","105 W Madison St Ste 109B (between Clark St & La Salle St) Chicago, IL 60603 Neighborhood: The Loop",Mon-Sun 8 am - 6 pm,No,Yes,,Casual,,$,No,Yes,Yes,No,No,,Lunch,No,Quiet,,No,,,http://www.chicagobanhmiexpress.com,(312) 263-8222,2
_TAIpZRjy5VaCRTx2ouj8A,Baba's Village,"Baba's Village - Near West Side - Chicago, IL",76,3,"Restaurants, Indian, Pakistani, METADATA","310A S Canal St (at Fulton St) Chicago, IL 60606 Neighborhood: Near West Side",Mon-Fri 10 am - 9 pm,No,Yes,Garage,Casual,Yes,$,No,No,Yes,No,Yes,Free,Lunch,No,Quiet,Casual,No,,Yes,http://www.babavillage.com/,(312) 880-0010,9
